transaction_id,customer_id,timestamp,amount,currency,country,merchant_category,channel,device_id,is_fraud
T0009318,C00461,2025-09-17 10:26:12.227951,5.55,USD,DE,ELECTRONICS,ATM,D0084,0
T0009319,C00245,2025-10-10 15:49:54.227951,13.9,USD,IN,RESTAURANT,ONLINE,D0043,0
T0009320,C00154,2025-11-20 11:28:40.227951,32.87,USD,US,RESTAURANT,ONLINE,D0126,0
T0009321,C00037,2025-10-11 02:47:44.227951,27.78,USD,US,RESTAURANT,ATM,D0374,0
T0009322,C00379,2025-09-17 03:32:59.227951,2.81,USD,IN,GAMBLING,ATM,D0348,0
T0009323,C00267,2025-09-06 04:33:39.227951,128.18,USD,US,CLOTHING,MOBILE,D0096,0
T0009324,C00447,2025-11-05 08:40:59.227951,17.59,USD,US,GROCERIES,ONLINE,D0210,0
T0009325,C00341,2025-10-12 10:42:05.227951,33.44,USD,CN,RESTAURANT,POS,D0011,0
T0009326,C00234,2025-11-07 02:07:01.227951,1.96,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0255,0
T0009327,C00058,2025-09-26 14:47:57.227951,18.56,USD,US,TRAVEL,ONLINE,D0004,0
T0009328,C00249,2025-11-29 00:42:51.227951,26.35,USD,US,ATM_WITHDRAWAL,POS,D0355,0
T0009329,C00053,2025-11-22 07:01:53.227951,8.12,USD,GB,ELECTRONICS,ONLINE,D0206,0
T0009330,C00452,2025-11-13 19:16:16.227951,9.1,USD,CN,RESTAURANT,ONLINE,D0167,0
T0009331,C00463,2025-09-29 22:58:20.227951,5.8,USD,IN,CLOTHING,POS,D0396,0
T0009332,C00224,2025-11-04 13:00:25.227951,24.89,USD,CN,ONLINE_SUBSCRIPTION,POS,D0363,0
T0009333,C00202,2025-09-09 05:00:53.227951,9.68,USD,GB,UTILITY_BILL,POS,D0145,0
T0009334,C00380,2025-11-12 06:21:56.227951,6.69,USD,US,GROCERIES,POS,D0205,0
T0009335,C00283,2025-10-20 22:37:52.227951,11.54,USD,US,ATM_WITHDRAWAL,ONLINE,D0113,0
T0009336,C00478,2025-10-10 12:24:50.227951,3.13,USD,MX,CLOTHING,MOBILE,D0028,0
T0009337,C00212,2025-09-12 13:09:43.227951,7.96,USD,CA,RESTAURANT,ATM,D0324,0
T0009338,C00124,2025-09-25 12:01:22.227951,58.34,USD,US,ATM_WITHDRAWAL,MOBILE,D0021,0
T0009339,C00334,2025-09-16 16:51:48.227951,16.1,USD,US,RESTAURANT,POS,D0276,0
T0009340,C00449,2025-10-06 18:16:57.227951,16.1,USD,CN,ELECTRONICS,MOBILE,D0324,0
T0009341,C00196,2025-10-21 22:48:51.227951,8.78,USD,US,ELECTRONICS,POS,D0275,0
T0009342,C00368,2025-10-25 16:54:28.227951,64.97,USD,US,RESTAURANT,POS,D0218,0
T0009343,C00126,2025-09-14 03:48:19.227951,4.78,USD,CA,GROCERIES,MOBILE,D0227,0
T0009344,C00175,2025-11-03 04:33:37.227951,31.44,USD,MX,GROCERIES,POS,D0206,0
T0009345,C00096,2025-11-05 10:03:40.227951,31.58,USD,CN,RESTAURANT,POS,D0254,0
T0009346,C00018,2025-09-12 12:41:21.227951,7.96,USD,GB,ELECTRONICS,POS,D0007,0
T0009347,C00404,2025-10-23 17:33:56.227951,21.99,USD,CN,TRAVEL,ATM,D0098,0
T0009348,C00191,2025-09-27 19:13:36.227951,179.33,USD,US,GROCERIES,POS,D0355,0
T0009349,C00413,2025-11-26 15:09:22.227951,14.53,USD,CN,ATM_WITHDRAWAL,MOBILE,D0067,0
T0009350,C00344,2025-09-30 01:33:49.227951,28.64,USD,DE,RESTAURANT,MOBILE,D0266,0
T0009351,C00492,2025-11-23 01:38:51.227951,18.6,USD,US,RESTAURANT,POS,D0312,0
T0009352,C00313,2025-11-07 17:51:34.227951,16.42,USD,US,CLOTHING,POS,D0190,0
T0009353,C00343,2025-11-15 17:33:25.227951,20.4,USD,DE,ELECTRONICS,POS,D0353,0
T0009354,C00104,2025-11-05 05:57:44.227951,58.29,USD,CA,ONLINE_SUBSCRIPTION,POS,D0300,0
T0009355,C00389,2025-11-05 17:33:55.227951,17.2,USD,US,ELECTRONICS,POS,D0262,0
T0009356,C00050,2025-09-13 18:57:47.227951,10.58,USD,CA,CLOTHING,ONLINE,D0288,0
T0009357,C00387,2025-10-17 21:46:07.227951,32.17,USD,US,RESTAURANT,ATM,D0133,0
T0009358,C00441,2025-09-28 06:04:51.227951,16.99,USD,US,TRAVEL,ONLINE,D0040,0
T0009359,C00311,2025-11-03 12:34:21.227951,20.6,USD,CA,CRYPTO_EXCHANGE,POS,D0299,0
T0009360,C00272,2025-09-26 04:00:09.227951,3.89,USD,US,ATM_WITHDRAWAL,ONLINE,D0125,0
T0009361,C00247,2025-09-29 18:53:07.227951,9.83,USD,CN,ATM_WITHDRAWAL,ATM,D0100,0
T0009362,C00348,2025-09-10 19:04:01.227951,0.44,USD,US,RESTAURANT,POS,D0084,0
T0009363,C00020,2025-11-22 00:05:34.227951,57.43,USD,US,GROCERIES,ONLINE,D0233,0
T0009364,C00457,2025-12-02 19:20:46.227951,60.31,USD,GB,GROCERIES,ATM,D0349,0
T0009365,C00205,2025-11-02 10:05:16.227951,37.74,USD,CA,TRAVEL,POS,D0333,0
T0009366,C00195,2025-10-10 17:17:45.227951,14.94,USD,MX,RESTAURANT,POS,D0377,0
T0009367,C00004,2025-10-13 13:11:17.227951,3.43,USD,US,RESTAURANT,ATM,D0022,0
T0009368,C00362,2025-09-21 16:33:19.227951,10.32,USD,US,ATM_WITHDRAWAL,MOBILE,D0089,0
T0009369,C00493,2025-11-17 20:07:44.227951,12.28,USD,IN,GROCERIES,POS,D0105,0
T0009370,C00021,2025-10-18 07:48:37.227951,3.1,USD,CA,CLOTHING,POS,D0288,0
T0009371,C00265,2025-09-23 06:04:46.227951,45.73,USD,CN,ELECTRONICS,POS,D0173,0
T0009372,C00123,2025-09-28 14:22:28.227951,21.94,USD,CA,TRAVEL,MOBILE,D0284,0
T0009373,C00089,2025-11-14 02:35:07.227951,3.84,USD,US,ATM_WITHDRAWAL,POS,D0339,0
T0009374,C00374,2025-11-21 19:56:45.227951,16.18,USD,US,TRAVEL,POS,D0393,0
T0009375,C00406,2025-09-10 21:25:02.227951,13.94,USD,US,UTILITY_BILL,POS,D0221,0
T0009376,C00278,2025-09-25 08:34:35.227951,18.48,USD,IN,CLOTHING,POS,D0274,0
T0009377,C00377,2025-10-08 10:44:16.227951,11.2,USD,GB,TRAVEL,ONLINE,D0237,0
T0009378,C00106,2025-11-20 20:08:10.227951,6.43,USD,US,ATM_WITHDRAWAL,POS,D0256,0
T0009379,C00101,2025-09-13 16:17:06.227951,17.35,USD,US,ELECTRONICS,ONLINE,D0184,0
T0009380,C00150,2025-10-18 22:44:32.227951,10.32,USD,US,GAMBLING,ONLINE,D0384,0
T0009381,C00096,2025-11-22 12:20:53.227951,2.94,USD,DE,GAMBLING,ONLINE,D0329,1
T0009382,C00134,2025-10-22 22:46:50.227951,64.28,USD,US,CLOTHING,MOBILE,D0032,0
T0009383,C00364,2025-11-01 03:53:57.227951,24.35,USD,DE,CLOTHING,MOBILE,D0063,0
T0009384,C00410,2025-11-20 12:02:14.227951,47.23,USD,US,GROCERIES,MOBILE,D0171,0
T0009385,C00338,2025-10-30 13:30:34.227951,179.36,USD,US,RESTAURANT,ONLINE,D0391,0
T0009386,C00200,2025-12-03 17:37:26.227951,16.88,USD,US,ONLINE_SUBSCRIPTION,POS,D0067,0
T0009387,C00466,2025-12-01 18:38:00.227951,38.53,USD,US,GROCERIES,POS,D0072,0
T0009388,C00346,2025-11-27 14:12:06.227951,10.32,USD,DE,GROCERIES,POS,D0273,0
T0009389,C00287,2025-11-16 03:57:00.227951,5.1,USD,US,TRAVEL,ATM,D0032,0
T0009390,C00158,2025-09-18 09:04:24.227951,386.01,USD,GB,GROCERIES,ONLINE,D0048,1
T0009391,C00144,2025-10-12 20:44:25.227951,28.42,USD,US,CRYPTO_EXCHANGE,ONLINE,D0102,0
T0009392,C00381,2025-09-17 21:03:15.227951,30.79,USD,US,UTILITY_BILL,ONLINE,D0025,0
T0009393,C00289,2025-10-07 23:47:46.227951,59.78,USD,IN,ONLINE_SUBSCRIPTION,ONLINE,D0384,0
T0009394,C00417,2025-12-02 15:28:34.227951,30.48,USD,DE,GROCERIES,ONLINE,D0345,0
T0009395,C00165,2025-10-28 19:51:14.227951,16.59,USD,US,GROCERIES,ONLINE,D0285,0
T0009396,C00147,2025-10-06 17:42:46.227951,5.34,USD,CN,GROCERIES,ONLINE,D0159,0
T0009397,C00375,2025-10-01 05:45:54.227951,35.38,USD,GB,ATM_WITHDRAWAL,POS,D0246,0
T0009398,C00001,2025-11-11 01:16:13.227951,123.03,USD,US,CLOTHING,POS,D0388,0
T0009399,C00183,2025-11-14 11:49:39.227951,10.41,USD,US,UTILITY_BILL,ONLINE,D0011,0
T0009400,C00133,2025-10-10 20:32:05.227951,10.89,USD,US,ELECTRONICS,ONLINE,D0396,0
T0009401,C00475,2025-11-24 01:07:58.227951,90.68,USD,US,GROCERIES,ONLINE,D0100,0
T0009402,C00498,2025-10-09 11:01:19.227951,3.8,USD,US,GROCERIES,ONLINE,D0084,0
T0009403,C00261,2025-09-07 10:51:08.227951,37.16,USD,MX,GROCERIES,POS,D0092,0
T0009404,C00411,2025-09-18 10:32:36.227951,33.14,USD,IN,GAMBLING,ONLINE,D0142,1
T0009405,C00164,2025-09-23 11:22:19.227951,13.57,USD,CN,CLOTHING,ONLINE,D0202,0
T0009406,C00374,2025-11-17 05:55:35.227951,11.26,USD,US,ATM_WITHDRAWAL,ONLINE,D0384,0
T0009407,C00029,2025-11-21 20:21:23.227951,18.39,USD,CA,TRAVEL,POS,D0364,0
T0009408,C00435,2025-10-07 03:50:29.227951,26.45,USD,DE,GROCERIES,ATM,D0379,0
T0009409,C00478,2025-10-18 09:44:44.227951,11.23,USD,US,GAMBLING,POS,D0384,0
T0009410,C00458,2025-10-04 01:33:32.227951,50.08,USD,DE,GROCERIES,MOBILE,D0230,0
T0009411,C00022,2025-12-02 20:08:30.227951,5.22,USD,US,CLOTHING,POS,D0308,0
T0009412,C00359,2025-09-21 01:06:10.227951,8.54,USD,GB,GAMBLING,POS,D0313,0
T0009413,C00470,2025-11-17 13:58:50.227951,13.16,USD,CA,ONLINE_SUBSCRIPTION,POS,D0180,0
T0009414,C00153,2025-11-20 18:20:09.227951,43.72,USD,US,UTILITY_BILL,ONLINE,D0006,0
T0009415,C00216,2025-10-06 15:39:23.227951,20.3,USD,CA,UTILITY_BILL,ONLINE,D0232,0
T0009416,C00105,2025-12-02 01:08:16.227951,14.57,USD,IN,ELECTRONICS,ATM,D0238,0
T0009417,C00150,2025-09-25 18:29:23.227951,19.8,USD,US,RESTAURANT,ONLINE,D0342,0
T0009418,C00359,2025-09-30 19:41:14.227951,21.73,USD,DE,ATM_WITHDRAWAL,POS,D0079,0
T0009419,C00427,2025-11-22 23:29:58.227951,65.55,USD,US,RESTAURANT,POS,D0078,0
T0009420,C00103,2025-10-22 04:54:41.227951,6.32,USD,US,CLOTHING,POS,D0371,0
T0009421,C00425,2025-10-09 07:01:12.227951,12.28,USD,CN,UTILITY_BILL,POS,D0193,0
T0009422,C00109,2025-11-19 17:52:51.227951,34.58,USD,US,CLOTHING,ATM,D0103,0
T0009423,C00184,2025-11-25 13:08:00.227951,32.12,USD,US,ATM_WITHDRAWAL,POS,D0219,0
T0009424,C00068,2025-10-25 16:29:42.227951,50.47,USD,CA,GROCERIES,ONLINE,D0330,0
T0009425,C00481,2025-09-18 09:15:43.227951,20.77,USD,GB,RESTAURANT,ONLINE,D0214,0
T0009426,C00016,2025-11-11 23:09:55.227951,8.8,USD,US,GROCERIES,POS,D0159,0
T0009427,C00147,2025-10-27 13:01:43.227951,43.78,USD,US,RESTAURANT,POS,D0129,0
T0009428,C00012,2025-10-22 03:48:51.227951,44.95,USD,GB,GROCERIES,POS,D0151,0
T0009429,C00010,2025-10-30 17:51:14.227951,4.55,USD,CN,RESTAURANT,POS,D0367,0
T0009430,C00085,2025-10-21 05:18:46.227951,30.58,USD,CA,ELECTRONICS,ATM,D0314,0
T0009431,C00038,2025-09-14 15:17:31.227951,12.93,USD,CA,GROCERIES,ATM,D0108,0
T0009432,C00082,2025-10-11 16:21:26.227951,12.21,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0180,0
T0009433,C00136,2025-10-05 14:13:30.227951,113.12,USD,CN,GROCERIES,ATM,D0389,0
T0009434,C00075,2025-11-19 08:26:36.227951,14.86,USD,US,GROCERIES,ONLINE,D0038,0
T0009435,C00251,2025-11-27 09:47:01.227951,17.17,USD,GB,UTILITY_BILL,ATM,D0164,0
T0009436,C00024,2025-10-04 08:10:06.227951,9.36,USD,IN,ONLINE_SUBSCRIPTION,ATM,D0130,0
T0009437,C00055,2025-10-25 05:49:43.227951,8.74,USD,US,RESTAURANT,ONLINE,D0034,0
T0009438,C00472,2025-10-09 19:27:21.227951,30.79,USD,IN,GROCERIES,ATM,D0077,0
T0009439,C00014,2025-11-10 15:07:00.227951,26.65,USD,CN,GAMBLING,ONLINE,D0316,1
T0009440,C00264,2025-10-26 15:18:34.227951,21.33,USD,CN,GAMBLING,POS,D0143,0
T0009441,C00370,2025-10-14 08:49:03.227951,12.79,USD,IN,ONLINE_SUBSCRIPTION,MOBILE,D0001,0
T0009442,C00150,2025-09-20 13:07:15.227951,53.81,USD,GB,GAMBLING,POS,D0118,0
T0009443,C00008,2025-12-04 00:46:36.227951,7.97,USD,IN,ELECTRONICS,POS,D0007,0
T0009444,C00031,2025-10-01 17:54:56.227951,13.15,USD,DE,ELECTRONICS,POS,D0162,0
T0009445,C00022,2025-09-30 07:29:03.227951,31.32,USD,DE,RESTAURANT,POS,D0305,0
T0009446,C00474,2025-11-18 02:49:59.227951,45.39,USD,US,RESTAURANT,ATM,D0268,0
T0009447,C00480,2025-10-10 08:29:56.227951,17.97,USD,MX,GROCERIES,POS,D0054,0
T0009448,C00134,2025-09-28 07:35:05.227951,38.79,USD,US,ATM_WITHDRAWAL,POS,D0006,0
T0009449,C00124,2025-10-28 19:13:50.227951,20.77,USD,US,ATM_WITHDRAWAL,MOBILE,D0198,0
T0009450,C00250,2025-09-22 00:39:48.227951,13.31,USD,US,ELECTRONICS,ONLINE,D0281,0
T0009451,C00204,2025-10-09 08:28:59.227951,2.85,USD,US,TRAVEL,POS,D0016,0
T0009452,C00231,2025-10-20 20:19:51.227951,13.26,USD,IN,TRAVEL,MOBILE,D0379,0
T0009453,C00171,2025-09-19 11:06:36.227951,36.22,USD,CA,GROCERIES,POS,D0034,0
T0009454,C00213,2025-11-19 02:26:23.227951,103.33,USD,US,GAMBLING,ATM,D0152,0
T0009455,C00032,2025-11-16 02:19:10.227951,34.25,USD,GB,GROCERIES,ONLINE,D0284,0
T0009456,C00331,2025-09-09 15:13:08.227951,31.43,USD,DE,RESTAURANT,ONLINE,D0046,0
T0009457,C00046,2025-10-11 02:41:09.227951,63.46,USD,US,CLOTHING,POS,D0212,0
T0009458,C00239,2025-10-01 00:34:22.227951,29.76,USD,DE,GROCERIES,ATM,D0053,0
T0009459,C00013,2025-10-11 15:04:40.227951,19.44,USD,US,ONLINE_SUBSCRIPTION,POS,D0115,0
T0009460,C00086,2025-12-02 06:31:36.227951,141.88,USD,US,GROCERIES,ONLINE,D0356,0
T0009461,C00424,2025-12-02 10:28:25.227951,10.66,USD,US,TRAVEL,POS,D0249,0
T0009462,C00054,2025-10-22 05:27:46.227951,35.52,USD,US,UTILITY_BILL,POS,D0089,0
T0009463,C00002,2025-10-28 18:41:07.227951,6.74,USD,US,CLOTHING,ATM,D0280,0
T0009464,C00338,2025-11-14 01:17:28.227951,9.24,USD,US,GROCERIES,ATM,D0181,0
T0009465,C00244,2025-11-02 06:31:12.227951,6.78,USD,IN,CRYPTO_EXCHANGE,POS,D0315,0
T0009466,C00423,2025-09-11 12:36:48.227951,3.99,USD,DE,RESTAURANT,POS,D0393,0
T0009467,C00259,2025-10-16 16:18:53.227951,6.61,USD,US,GROCERIES,ONLINE,D0026,0
T0009468,C00366,2025-11-01 14:11:14.227951,133.68,USD,DE,RESTAURANT,ATM,D0386,0
T0009469,C00049,2025-12-02 04:16:09.227951,147.89,USD,IN,ATM_WITHDRAWAL,POS,D0233,0
T0009470,C00092,2025-11-04 17:17:47.227951,91.0,USD,IN,RESTAURANT,POS,D0027,0
T0009471,C00097,2025-10-17 03:36:31.227951,35.2,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0242,0
T0009472,C00190,2025-09-08 02:07:28.227951,18.8,USD,US,GROCERIES,MOBILE,D0342,0
T0009473,C00083,2025-10-27 23:20:08.227951,24.96,USD,DE,UTILITY_BILL,POS,D0039,0
T0009474,C00237,2025-10-31 22:51:08.227951,14.46,USD,US,UTILITY_BILL,ATM,D0375,0
T0009475,C00199,2025-11-10 00:20:01.227951,8.06,USD,MX,GAMBLING,ONLINE,D0232,1
T0009476,C00087,2025-11-26 04:04:25.227951,2.3,USD,US,CLOTHING,POS,D0265,0
T0009477,C00109,2025-10-30 09:38:50.227951,27.43,USD,US,GAMBLING,ONLINE,D0075,0
T0009478,C00336,2025-11-02 11:40:16.227951,18.29,USD,US,ATM_WITHDRAWAL,MOBILE,D0032,0
T0009479,C00109,2025-09-29 04:06:27.227951,20.81,USD,GB,TRAVEL,POS,D0216,0
T0009480,C00344,2025-10-11 00:00:01.227951,19.98,USD,DE,ONLINE_SUBSCRIPTION,ONLINE,D0201,0
T0009481,C00447,2025-11-14 19:30:30.227951,5.29,USD,MX,ELECTRONICS,POS,D0108,0
T0009482,C00448,2025-10-09 08:22:37.227951,11.45,USD,US,GAMBLING,MOBILE,D0111,0
T0009483,C00011,2025-10-25 01:23:56.227951,18.79,USD,US,RESTAURANT,ONLINE,D0167,0
T0009484,C00465,2025-10-11 19:31:14.227951,33.22,USD,US,GROCERIES,POS,D0365,0
T0009485,C00330,2025-09-23 09:51:02.227951,14.72,USD,US,ONLINE_SUBSCRIPTION,MOBILE,D0023,0
T0009486,C00249,2025-11-12 03:38:56.227951,9.41,USD,US,GROCERIES,MOBILE,D0280,0
T0009487,C00409,2025-10-26 09:33:02.227951,28.37,USD,US,CLOTHING,POS,D0158,0
T0009488,C00491,2025-11-08 11:04:32.227951,33.35,USD,CA,GAMBLING,POS,D0303,0
T0009489,C00454,2025-12-01 03:01:57.227951,14.17,USD,IN,GROCERIES,POS,D0205,0
T0009490,C00273,2025-10-23 05:26:03.227951,148.96,USD,US,ELECTRONICS,ONLINE,D0082,0
T0009491,C00275,2025-11-30 06:06:21.227951,58.83,USD,CN,UTILITY_BILL,ATM,D0021,0
T0009492,C00495,2025-11-14 20:21:51.227951,192.06,USD,US,RESTAURANT,ONLINE,D0369,0
T0009493,C00025,2025-10-11 23:05:47.227951,59.17,USD,US,CLOTHING,ONLINE,D0008,0
T0009494,C00368,2025-09-22 19:51:43.227951,17.51,USD,IN,CLOTHING,ONLINE,D0287,0
T0009495,C00427,2025-09-24 18:31:55.227951,9.37,USD,DE,ELECTRONICS,POS,D0371,0
T0009496,C00419,2025-11-07 11:18:04.227951,91.4,USD,US,GROCERIES,POS,D0226,0
T0009497,C00382,2025-11-24 03:38:32.227951,33.79,USD,US,GROCERIES,ONLINE,D0140,0
T0009498,C00230,2025-09-17 01:02:57.227951,16.43,USD,CN,CLOTHING,ONLINE,D0066,0
T0009499,C00473,2025-09-16 12:17:45.227951,16.94,USD,US,CLOTHING,ONLINE,D0297,0
T0009500,C00423,2025-11-04 18:49:59.227951,24.53,USD,MX,GROCERIES,ONLINE,D0240,0
T0009501,C00441,2025-10-22 17:44:01.227951,13.14,USD,US,UTILITY_BILL,POS,D0389,0
T0009502,C00307,2025-11-15 10:42:59.227951,12.35,USD,CN,GROCERIES,ONLINE,D0036,0
T0009503,C00255,2025-11-28 22:25:34.227951,26.16,USD,CA,ELECTRONICS,ONLINE,D0008,0
T0009504,C00381,2025-10-24 20:03:03.227951,31.29,USD,IN,RESTAURANT,POS,D0195,0
T0009505,C00379,2025-10-24 08:25:42.227951,11.54,USD,US,RESTAURANT,ONLINE,D0125,0
T0009506,C00041,2025-09-28 12:43:52.227951,4.07,USD,US,ELECTRONICS,ONLINE,D0001,0
T0009507,C00391,2025-11-07 09:42:07.227951,27.67,USD,US,RESTAURANT,ATM,D0393,0
T0009508,C00266,2025-12-04 07:03:15.227951,9.2,USD,MX,RESTAURANT,ATM,D0260,0
T0009509,C00047,2025-12-03 19:38:31.227951,16.31,USD,CA,CLOTHING,POS,D0078,0
T0009510,C00408,2025-11-05 02:00:47.227951,60.57,USD,CN,CLOTHING,POS,D0160,0
T0009511,C00268,2025-09-17 10:17:48.227951,72.53,USD,DE,GROCERIES,POS,D0183,0
T0009512,C00130,2025-10-24 19:59:42.227951,99.47,USD,US,ELECTRONICS,ATM,D0239,0
T0009513,C00154,2025-09-10 07:34:27.227951,9.37,USD,US,CLOTHING,ONLINE,D0181,0
T0009514,C00077,2025-09-11 04:59:36.227951,40.99,USD,GB,GROCERIES,ONLINE,D0240,0
T0009515,C00144,2025-09-18 08:13:30.227951,67.5,USD,CA,UTILITY_BILL,POS,D0076,0
T0009516,C00069,2025-10-11 03:01:47.227951,59.19,USD,DE,GROCERIES,MOBILE,D0306,0
T0009517,C00265,2025-11-10 16:28:41.227951,8.74,USD,CA,RESTAURANT,ATM,D0393,0
T0009518,C00200,2025-10-28 19:54:25.227951,18.62,USD,US,ATM_WITHDRAWAL,POS,D0133,0
T0009519,C00337,2025-11-05 21:13:23.227951,31.73,USD,IN,ELECTRONICS,POS,D0010,0
T0009520,C00232,2025-09-14 21:06:59.227951,15.9,USD,IN,GROCERIES,POS,D0387,0
T0009521,C00124,2025-10-16 14:42:43.227951,45.02,USD,CN,RESTAURANT,POS,D0268,0
T0009522,C00115,2025-12-04 03:35:09.227951,7.91,USD,IN,UTILITY_BILL,POS,D0122,0
T0009523,C00467,2025-11-24 12:17:45.227951,14.6,USD,US,GROCERIES,POS,D0303,0
T0009524,C00037,2025-09-20 06:39:11.227951,9.97,USD,US,RESTAURANT,POS,D0159,0
T0009525,C00495,2025-09-16 16:31:25.227951,30.91,USD,IN,GROCERIES,ATM,D0209,0
T0009526,C00230,2025-10-07 05:53:27.227951,67.57,USD,US,ELECTRONICS,POS,D0124,0
T0009527,C00174,2025-10-23 06:45:15.227951,5.71,USD,IN,TRAVEL,POS,D0082,0
T0009528,C00435,2025-09-06 18:51:11.227951,11.39,USD,CN,RESTAURANT,POS,D0062,0
T0009529,C00137,2025-10-25 02:37:39.227951,5.44,USD,US,UTILITY_BILL,ONLINE,D0318,0
T0009530,C00471,2025-10-14 00:35:56.227951,4.78,USD,US,ELECTRONICS,ONLINE,D0249,0
T0009531,C00399,2025-11-27 00:24:07.227951,4.53,USD,CA,GROCERIES,ONLINE,D0001,0
T0009532,C00074,2025-11-16 13:48:14.227951,42.17,USD,US,ATM_WITHDRAWAL,POS,D0082,0
T0009533,C00091,2025-10-25 17:01:45.227951,26.33,USD,CN,ATM_WITHDRAWAL,ONLINE,D0172,0
T0009534,C00042,2025-09-22 16:31:36.227951,10.16,USD,CA,RESTAURANT,ONLINE,D0109,0
T0009535,C00232,2025-10-30 20:34:45.227951,8.68,USD,US,GROCERIES,POS,D0271,0
T0009536,C00487,2025-11-08 15:48:12.227951,9.87,USD,US,RESTAURANT,ONLINE,D0223,0
T0009537,C00244,2025-10-11 01:35:23.227951,7.76,USD,US,ONLINE_SUBSCRIPTION,POS,D0231,0
T0009538,C00349,2025-11-10 01:48:29.227951,8.75,USD,US,RESTAURANT,POS,D0282,0
T0009539,C00435,2025-11-25 07:11:40.227951,3.66,USD,US,ATM_WITHDRAWAL,ONLINE,D0345,0
T0009540,C00113,2025-10-11 03:07:38.227951,23.72,USD,GB,ELECTRONICS,ONLINE,D0068,0
T0009541,C00189,2025-10-20 19:24:43.227951,148.44,USD,US,ELECTRONICS,ONLINE,D0352,0
T0009542,C00077,2025-11-19 09:30:51.227951,4.77,USD,US,TRAVEL,ONLINE,D0139,0
T0009543,C00135,2025-11-26 18:52:02.227951,10.54,USD,US,ATM_WITHDRAWAL,POS,D0357,0
T0009544,C00132,2025-11-09 23:33:10.227951,9.18,USD,US,GROCERIES,POS,D0066,0
T0009545,C00140,2025-11-13 14:25:22.227951,30.79,USD,US,ELECTRONICS,POS,D0261,0
T0009546,C00321,2025-10-05 19:06:07.227951,16.31,USD,IN,GAMBLING,POS,D0130,0
T0009547,C00266,2025-10-25 12:17:53.227951,29.39,USD,US,GROCERIES,POS,D0240,0
T0009548,C00178,2025-10-05 06:28:54.227951,15.79,USD,US,ELECTRONICS,POS,D0241,0
T0009549,C00095,2025-11-24 02:37:54.227951,16.76,USD,US,CLOTHING,POS,D0153,0
T0009550,C00030,2025-09-26 14:42:38.227951,8.41,USD,US,GROCERIES,POS,D0069,0
T0009551,C00277,2025-09-24 12:50:53.227951,10.81,USD,US,UTILITY_BILL,ONLINE,D0098,0
T0009552,C00303,2025-10-12 18:00:11.227951,19.35,USD,MX,ATM_WITHDRAWAL,ONLINE,D0059,0
T0009553,C00369,2025-10-30 09:56:16.227951,49.91,USD,GB,ELECTRONICS,MOBILE,D0356,0
T0009554,C00015,2025-09-29 04:05:33.227951,83.8,USD,US,RESTAURANT,POS,D0340,0
T0009555,C00377,2025-11-19 02:02:51.227951,37.82,USD,CA,TRAVEL,POS,D0216,0
T0009556,C00210,2025-12-03 09:41:00.227951,9.22,USD,US,CLOTHING,POS,D0294,0
T0009557,C00230,2025-12-02 20:20:41.227951,26.97,USD,US,GROCERIES,POS,D0207,0
T0009558,C00241,2025-09-28 03:08:02.227951,8.46,USD,CN,RESTAURANT,MOBILE,D0106,0
T0009559,C00185,2025-11-17 07:53:55.227951,13.21,USD,US,CLOTHING,POS,D0356,0
T0009560,C00362,2025-10-12 06:31:04.227951,24.69,USD,US,GROCERIES,POS,D0222,0
T0009561,C00494,2025-11-07 10:18:41.227951,10.16,USD,DE,ONLINE_SUBSCRIPTION,POS,D0223,0
T0009562,C00463,2025-09-12 10:39:10.227951,23.52,USD,DE,RESTAURANT,POS,D0031,0
T0009563,C00008,2025-09-06 17:19:23.227951,10.31,USD,MX,ATM_WITHDRAWAL,POS,D0361,0
T0009564,C00268,2025-11-24 16:55:40.227951,3.19,USD,US,RESTAURANT,POS,D0187,0
T0009565,C00032,2025-10-14 21:42:12.227951,108.1,USD,MX,RESTAURANT,ONLINE,D0270,0
T0009566,C00125,2025-10-08 21:06:58.227951,8.59,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0284,0
T0009567,C00324,2025-11-18 01:08:21.227951,95.55,USD,US,ELECTRONICS,POS,D0014,0
T0009568,C00247,2025-10-13 12:47:55.227951,5.3,USD,IN,ONLINE_SUBSCRIPTION,ONLINE,D0090,0
T0009569,C00009,2025-10-29 16:59:28.227951,12.0,USD,CN,RESTAURANT,ONLINE,D0019,0
T0009570,C00139,2025-10-04 02:06:55.227951,6.94,USD,US,GROCERIES,POS,D0277,0
T0009571,C00299,2025-09-30 03:06:05.227951,18.72,USD,CN,ELECTRONICS,POS,D0311,0
T0009572,C00220,2025-11-19 00:54:38.227951,11.11,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0151,0
T0009573,C00425,2025-11-03 15:56:28.227951,34.71,USD,US,ELECTRONICS,ATM,D0316,0
T0009574,C00276,2025-10-12 02:25:54.227951,28.98,USD,US,CLOTHING,ONLINE,D0201,0
T0009575,C00012,2025-11-15 04:53:27.227951,76.98,USD,DE,GAMBLING,POS,D0207,0
